,ts,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,episode_name,episode_show_name,reason_start,reason_end
7872,2023-04-13T19:04:01Z,119808,Hue,Sleepermane,12 Am. Study Session,,,trackdone,trackdone
7873,2023-04-13T19:05:56Z,114327,Sunset Drinks,Thymes,Sunset Drinks,,,trackdone,trackdone
7874,2023-04-13T19:24:48Z,36575,Sabbatical,Lé Mon,Sabbatical,,,trackdone,endplay
7875,2023-04-13T19:26:06Z,74758,Sabbatical,Lé Mon,Sabbatical,,,remote,trackdone
7876,2023-04-13T19:27:55Z,108606,Record Collection,No Catch,Record Collection,,,trackdone,endplay
7877,2023-04-13T19:27:59Z,3106,Avec le temps,Léo Ferré,50 Plus Belles Chansons,,,clickrow,endplay
7878,2023-04-13T19:32:09Z,248702,The Phantom Of The Opera,Nightwish,Century Child,,,clickrow,trackdone
7879,2023-04-13T19:38:15Z,335007,In This Shirt,The Irrepressibles,Mirror Mirror,,,trackdone,trackdone
7880,2023-04-13T19:41:48Z,212522,The Sound of Silence,Pentatonix,The Sound of Silence,,,trackdone,trackdone
7881,2023-04-13T19:43:52Z,124439,Summer Montage / Madeline,Justin Hurwitz,La La Land,,,trackdone,trackdone
7882,2023-04-13T19:50:20Z,386621,Two Men in Love,The Irrepressibles,Nude,,,trackdone,trackdone
7883,2023-04-13T20:01:06Z,616014,La terre vue du ciel,Armand Amar,La terre vue du ciel,,,trackdone,trackdone
7884,2023-04-13T20:05:12Z,245693,Dreaming with a Broken Heart,John Mayer,Continuum,,,trackdone,trackdone
7885,2023-04-13T20:17:25Z,87080,"Crouching Tiger, Hidden Dragon",Tan Dun,"Martial Arts Trilogy: Crouching Tiger, Hidden Dragon, The Banquet & Hero (Music from the Soundtracks)",,,trackdone,endplay
7886,2023-04-13T20:20:23Z,177195,Flowers - Acoustic Covers Versions of Popular Songs,Eric Lumiere,Flowers,,,clickrow,trackdone
7887,2023-04-13T20:22:50Z,146772,Lonely,VENDEE,Lonely,,,trackdone,trackdone
7888,2023-04-13T20:26:42Z,231991,All I Need Is A Miracle - Chillout Mix,SMR LVE,Flashback Memories,,,trackdone,trackdone
7889,2023-04-13T20:29:16Z,153672,Someone You Loved,Subspace,Someone You Loved,,,trackdone,trackdone
7890,2023-04-13T20:31:56Z,159903,Save Tonight,Son&Dad,Save Tonight,,,trackdone,trackdone
7891,2023-04-13T20:35:30Z,184208,Someone You Loved - Acoustic Covers Versions of Popular Songs,Covers Culture,Study Music - Música Para Estudiar - Study Session - Study Acoustic Music - Study Relaxing Music,,,trackdone,trackdone
7892,2023-04-13T20:37:54Z,143657,True Colours,Tom Odell,True Colours,,,trackdone,trackdone
7893,2023-04-13T20:40:14Z,139323,favorite crime - Acoustic Covers Versions of Popular Songs,Covers Culture,favorite crime,,,trackdone,trackdone
7894,2023-04-13T20:42:58Z,164434,Dancing on my own - Acoustic Covers Versions of Popular Songs,Filip Nordin,Dancing on my own,,,trackdone,trackdone
7895,2023-04-13T20:46:47Z,227842,TORN,Denis Kalytovskyi,TORN,,,trackdone,trackdone
7896,2023-04-13T20:49:57Z,159875,Billionaire,Johnny Chicago,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,,,trackdone,trackdone
7897,2023-04-13T20:52:10Z,132905,Addicted To You - Relaxing Acoustic Covers Versions of Popular Songs,Covers Culture,Acoustic Covers 2022 of Popular Songs - Acoustic Versions - Best Covers Songs - Chill Covers Music - Chill Out Lounge Covers,,,trackdone,trackdone
7898,2023-04-13T20:57:22Z,312000,Losing My Religion,Corinna Jane,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,,,trackdone,trackdone
7899,2023-04-13T20:59:50Z,147130,Blinding Lights,Roostz,Blinding Lights,,,trackdone,trackdone
7900,2023-04-13T21:03:43Z,233133,Never Forget You,Brett Miller,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,,,trackdone,trackdone
7901,2023-04-13T21:06:46Z,151077,Big Jet Plane,Roostz,Acustico Relax - Covers Acusticos en ingles - Versiones Acústicas,,,trackdone,trackdone
7902,2023-04-17T17:55:22Z,1634,Ghost - Acoustic Covers Versions of Popular Songs,Covers Culture,Acoustic Covers Versions Sessions Of Popular Hits & Pop Songs,,,trackdone,unexpected-exit-while-paused
7903,2023-04-17T17:57:52Z,134944,Ghost - Acoustic Covers Versions of Popular Songs,Covers Culture,Acoustic Covers Versions Sessions Of Popular Hits & Pop Songs,,,remote,trackdone
7904,2023-04-17T18:01:00Z,187461,Use Somebody - Acoustic Covers of Popular Songs,Eric Lumiere,Chill Out Music - Chill Music - Chill Songs and Relaxing Music - Chillout Lounge Music - Cafe Music - Chill Vibes - Calm Music - Relax & Chill - Morning Chillout,,,trackdone,trackdone
7905,2023-04-17T18:03:54Z,173598,driver license - Acoustic Covers Versions of Popular Songs,NORMANDY,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,,,trackdone,trackdone
7906,2023-04-17T18:06:49Z,174580,Dance Monkey,Eric Lumiere,Acoustic Covers 2022 of Popular Songs - Acoustic Versions - Best Covers Songs - Chill Covers Music - Chill Out Lounge Covers,,,trackdone,trackdone
7907,2023-04-17T18:08:45Z,115345,Numb - Acoustic Covers Versions of Popular Songs,Covers Culture,Acoustic Covers 2023 of Popular Songs & Hits - Acoustic Versions - Best Covers Songs Ever - Chill Covers Music - Chill Out Lounge Covers,,,trackdone,trackdone
7908,2023-04-17T18:11:11Z,145384,Can't Get You out Of My Head - Acoustic Covers Versions of Popular Songs,Covers Culture,Acoustic Covers Versions Sessions Of Popular Hits & Pop Songs,,,trackdone,trackdone
7909,2023-04-17T18:15:02Z,169943,Little Bird,Son&Dad,Little Bird,,,trackdone,trackdone
7910,2023-04-17T18:18:58Z,235436,Falling,Denis Kalytovskyi,Bedroom Covers Vol. 1,,,trackdone,trackdone
7911,2023-04-17T18:21:50Z,170989,Memories,Son&Dad,Memories,,,trackdone,trackdone
7912,2023-04-17T18:26:21Z,146801,Easy On Me - Acoustic Covers Versions,Covers Culture,Chill Vibes - Just Chill & Relax - Relaxing Covers Songs - Chill Pop Music Hits - Chill Music - Chill Songs - Chilled - Chill Out Pop - Chillout Music - Best Chill Songs - Acoustic Chill,,,trackdone,trackdone
7913,2023-04-17T18:28:31Z,129851,What Lovers Do - Acoustic Covers Versions of Popular Songs,Covers Culture,Acoustic Covers 2022 of Popular Songs - Acoustic Versions - Best Covers Songs - Chill Covers Music - Chill Out Lounge Covers,,,trackdone,trackdone
7914,2023-04-17T18:43:58Z,195010,"You're My Heart, You're My Soul",Vallia,"You're My Heart, You're My Soul",,,trackdone,trackdone
7915,2023-04-17T18:46:03Z,124600,Just The Two Of Us - Acoustic,Vendredi,Just The Two Of Us,,,trackdone,trackdone
7916,2023-04-17T18:48:03Z,119810,Stay Awake - Acoustic Covers Versions of Popular Songs,Covers Culture,Acoustic Covers Versions Sessions Of Popular Hits & Pop Songs,,,trackdone,trackdone
7917,2023-04-17T18:50:24Z,139866,Fresh Eyes - Acoustic,Caj Morgan,Acoustic Covers 2022 of Popular Songs - Acoustic Versions - Best Covers Songs - Chill Covers Music - Chill Out Lounge Covers,,,trackdone,trackdone
7918,2023-04-17T18:53:11Z,167049,Mood,NORMANDY,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,,,trackdone,trackdone
7919,2023-04-17T19:08:47Z,272629,Perfect,Keith McInally,Acustico Relax - Covers Acusticos en ingles - Versiones Acústicas,,,trackdone,trackdone
7920,2023-04-17T19:12:29Z,161036,I Will Wait - Acoustic,Caj Morgan,Acoustic Covers 2022 of Popular Songs - Acoustic Versions - Best Covers Songs - Chill Covers Music - Chill Out Lounge Covers,,,trackdone,trackdone
7921,2023-04-17T19:15:33Z,183838,Say So,Denis Kalytovskyi,Acoustic Covers 2022 of Popular Songs - Acoustic Versions - Best Covers Songs - Chill Covers Music - Chill Out Lounge Covers,,,trackdone,trackdone
7922,2023-04-17T19:18:33Z,178923,Pumped Up Kicks,Keith McInally,Pumped Up Kicks,,,trackdone,trackdone
7923,2023-04-17T19:20:47Z,134445,Lose Somebody,Filip Nordin,Acustico Relax - Covers Acusticos en ingles - Versiones Acústicas,,,trackdone,trackdone
7924,2023-04-17T19:23:24Z,156015,Take Me To Church - Acoustic,Caj Morgan,Acustic Covers of Popular Songs,,,trackdone,trackdone
7925,2023-04-17T19:25:51Z,146027,I'm Yours - Acoustic Covers Versions of Popular Songs,Vendredi,Acustico Relax - Covers Acusticos en ingles - Versiones Acústicas,,,trackdone,trackdone
7926,2023-04-17T19:28:26Z,123966,All I Want - Acoustic Covers Versions of Popular Songs,Covers Culture,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,,,trackdone,trackdone
7927,2023-04-17T19:31:16Z,169293,Crazy - (Acoustic Mix),Vendredi,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,,,trackdone,trackdone
7928,2023-04-17T19:34:15Z,178740,Rare,SHKHR,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,,,trackdone,trackdone
7929,2023-04-17T19:39:30Z,254868,Rare - Acoustic Covers Versions of Popular Songs,Denis Kalytovskyi,Bedroom Covers Vol. 2,,,trackdone,trackdone
7930,2023-04-17T19:42:13Z,163006,Bye Bye Bye,Son&Dad,Acoustic Covers 2022 of Popular Songs - Acoustic Versions - Best Covers Songs - Chill Covers Music - Chill Out Lounge Covers,,,trackdone,trackdone
7931,2023-04-17T19:45:14Z,150001,Blinding Lights,Vendredi,Acoustic Covers 2022 of Popular Songs - Acoustic Versions - Best Covers Songs - Chill Covers Music - Chill Out Lounge Covers,,,trackdone,trackdone
7932,2023-04-17T19:47:44Z,149584,Let Her Go,Son&Dad,Acustico Relax - Covers Acusticos en ingles - Versiones Acústicas,,,trackdone,trackdone
7933,2023-04-17T19:50:33Z,169274,Crazy - (Acoustic Mix),Vendredi,Acustico Relax - Covers Acusticos en ingles - Versiones Acústicas,,,trackdone,trackdone
7934,2023-04-17T19:52:50Z,136030,Meant to be,Son&Dad,Meant to be,,,trackdone,trackdone
7935,2023-04-17T19:55:17Z,147168,Blinding Lights,Roostz,Acustico Relax - Covers Acusticos en ingles - Versiones Acústicas,,,trackdone,trackdone
7936,2023-04-17T19:57:50Z,152007,Lonely - Acoustic Covers Versions of Popular Songs,Denis Kalytovskyi,Bedroom Covers Vol. 2,,,trackdone,trackdone
7937,2023-04-17T20:00:21Z,120000,you broke me first,SYLVAN,Acoustic Covers of Famous Songs - Chill Out Acoustic Covers of Well-Known Songs - Chill Out Acoustic Covers of Beloved Songs,,,trackdone,trackdone
7938,2023-04-17T20:02:37Z,135604,Hold On - Acoustic Covers Versions of Popular Songs,Covers Culture,Acustico Relax - Covers Acusticos en ingles - Versiones Acústicas,,,trackdone,trackdone
7939,2023-04-17T20:04:48Z,130904,Lose You To Love Me - Acoustic Covers Versions,Covers Culture,Chill Vibes - Just Chill & Relax - Relaxing Covers Songs - Chill Pop Music Hits - Chill Music - Chill Songs - Chilled - Chill Out Pop - Chillout Music - Best Chill Songs - Acoustic Chill,,,trackdone,trackdone
7940,2023-04-17T20:19:22Z,257079,Save your tears - Acoustic Covers of Popular Songs,Vendredi,Acoustic Covers 2023 of Popular Songs & Hits - Acoustic Versions - Best Covers Songs Ever - Chill Covers Music - Chill Out Lounge Covers,,,trackdone,trackdone
7941,2023-04-17T20:24:51Z,156474,Way Down We Go - Acoustic Mix,Vendredi,Acustico Relax - Covers Acusticos en ingles - Versiones Acústicas,,,trackdone,trackdone
7942,2023-04-17T20:26:51Z,119094,Ain't No Sunshine,Vendredi,Acoustic Covers,,,trackdone,trackdone
7943,2023-04-17T20:29:06Z,134904,Riptide - Acoustic Covers Versions of Popular Songs,Covers Culture,Acustic Covers of Popular Songs,,,trackdone,trackdone
7944,2023-04-17T20:32:58Z,231932,All I Need Is A Miracle - Chillout Mix,SMR LVE,Flashback Memories,,,trackdone,trackdone
7945,2023-04-17T20:36:02Z,183750,Watermelon Sugar,Son&Dad,Watermelon Sugar,,,trackdone,trackdone
7946,2023-04-20T19:58:19Z,240568,No Time To Die,Denis Kalytovskyi,No Time To Die,,,trackdone,unexpected-exit-while-paused
7947,2023-04-20T20:04:10Z,237189,One More Night - Deluxe Mix,Lost Frequencies,Cup Of Beats,,,remote,trackdone
7948,2023-04-20T20:08:35Z,264361,You - Deluxe Mix,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
7949,2023-04-20T20:13:25Z,289764,Don't Leave Me Now - Deluxe Mix,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
7950,2023-04-20T20:17:12Z,226479,Love To Go - Deluxe Mix,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
7951,2023-04-20T20:20:20Z,157052,One More Night,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
7952,2023-04-20T20:23:17Z,177008,You,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
7953,2023-04-20T20:26:32Z,195080,Don't Leave Me Now,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
7954,2023-04-20T20:29:22Z,169354,Love To Go,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
7955,2023-04-20T20:33:14Z,231263,Sick Of The Silence,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
7956,2023-04-20T20:46:28Z,189314,Electrified,Lost Frequencies,Cup Of Beats,,,trackdone,endplay
7957,2023-04-20T20:49:07Z,157126,Back To You,Lost Frequencies,Back To You,,,playbtn,trackdone
7958,2023-04-20T20:51:47Z,159348,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,Less Is More,,,trackdone,trackdone
7959,2023-04-20T21:31:27Z,5774,Crazy,Lost Frequencies,Crazy,,,trackdone,logout
7960,2023-04-24T17:44:01Z,209180,New Rules,Dua Lipa,Dua Lipa,,,remote,trackdone
7961,2023-04-24T17:47:25Z,202982,Levitating (feat. DaBaby),Dua Lipa,Future Nostalgia,,,trackdone,trackdone
7962,2023-04-24T17:50:28Z,183152,Don't Start Now,Dua Lipa,Future Nostalgia,,,trackdone,trackdone
7963,2023-04-24T17:53:52Z,202703,Cold Heart - PNAU Remix,Elton John,Cold Heart,,,trackdone,trackdone
7964,2023-04-24T17:57:06Z,193607,Physical,Dua Lipa,Future Nostalgia,,,trackdone,trackdone
7965,2023-04-24T18:01:15Z,217939,IDGAF,Dua Lipa,Dua Lipa,,,trackdone,trackdone
7966,2023-04-24T18:04:57Z,221787,Break My Heart,Dua Lipa,Future Nostalgia,,,trackdone,trackdone
7967,2023-04-24T18:08:33Z,214822,One Kiss (with Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),,,trackdone,trackdone
7968,2023-04-24T18:11:06Z,153311,Crazy,Lost Frequencies,Crazy,,,trackdone,trackdone
7969,2023-04-24T18:13:49Z,159504,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,Less Is More,,,trackdone,trackdone
7970,2023-04-24T18:17:09Z,169247,Love To Go,Lost Frequencies,Love To Go,,,trackdone,trackdone
7971,2023-04-24T18:20:25Z,195014,Don't Leave Me Now,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
7972,2023-04-24T18:22:54Z,149033,Melody,Lost Frequencies,Melody,,,trackdone,trackdone
7973,2023-04-24T18:25:23Z,148111,Where Are You Now,Lost Frequencies,Where Are You Now,,,trackdone,trackdone
7974,2023-04-24T18:28:21Z,177146,Questions,Lost Frequencies,Questions,,,trackdone,trackdone
7975,2023-04-24T18:47:28Z,207138,One More Night,Lost Frequencies,One More Night,,,trackdone,trackdone
7976,2023-04-24T18:50:35Z,186063,Recognise,Lost Frequencies,Alive And Feeling Fine,,,trackdone,trackdone
7977,2023-04-24T18:54:27Z,231370,Sick Of The Silence,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
7978,2023-04-24T18:58:11Z,223747,Love On The Brain,Rihanna,ANTI,,,trackdone,trackdone
7979,2023-04-24T19:01:47Z,215223,We Found Love,Rihanna,Talk That Talk,,,trackdone,trackdone
7980,2023-04-24T19:05:30Z,221986,This Is What You Came For,Calvin Harris,This Is What You Came For,,,trackdone,trackdone
7981,2023-04-24T19:10:06Z,275980,Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,,,trackdone,trackdone
7982,2023-04-24T19:14:30Z,263158,Love The Way You Lie,Eminem,Recovery,,,trackdone,trackdone
7983,2023-04-24T19:18:16Z,224941,Diamonds,Rihanna,Unapologetic,,,trackdone,trackdone
7984,2023-04-24T19:22:19Z,242578,Where Have You Been,Rihanna,Talk That Talk,,,trackdone,trackdone
7985,2023-04-24T19:25:03Z,163005,Vibez,ZAYN,Vibez,,,trackdone,trackdone
7986,2023-04-24T19:25:19Z,3686,Style,Taylor Swift,1989,,,trackdone,endplay
7987,2023-04-24T19:29:01Z,221156,No Lie,Sean Paul,Mad Love The Prequel,,,clickrow,trackdone
7988,2023-04-24T19:29:03Z,988,Don't Call Me Up,Mabel,Ivy To Roses,,,trackdone,endplay
7989,2023-04-24T19:32:58Z,234018,Miss Americana & The Heartbreak Prince,Taylor Swift,Lover,,,playbtn,trackdone
7990,2023-04-24T19:35:56Z,178425,Cruel Summer,Taylor Swift,Lover,,,trackdone,trackdone
7991,2023-04-24T19:39:07Z,189792,The Man,Taylor Swift,Lover,,,trackdone,trackdone
7992,2023-04-24T19:41:58Z,171328,You Need To Calm Down,Taylor Swift,Lover,,,trackdone,trackdone
7993,2023-04-24T19:57:46Z,48582,Lover,Taylor Swift,Lover,,,trackdone,endplay
7994,2023-04-24T20:00:56Z,189206,Hometown Out Of Me,HunterGirl,Hometown Out Of Me,,,playbtn,trackdone
7995,2023-04-24T20:04:41Z,223539,Red Bird,HunterGirl,Red Bird,,,trackdone,trackdone
7996,2023-04-24T20:07:27Z,165341,One Day Tonight,Noah Thompson,One Day Tonight,,,trackdone,trackdone
7997,2023-04-24T20:11:17Z,230066,Blue Ain't Your Color,Keith Urban,Ripcord,,,trackdone,trackdone
7998,2023-04-24T20:15:05Z,226732,Play It Again,Luke Bryan,Crash My Party,,,trackdone,trackdone
7999,2023-04-24T20:19:19Z,254020,Doin' This,Luke Combs,Doin' This,,,trackdone,trackdone
8000,2023-04-24T20:22:28Z,188544,Goodbye Summer,Danielle Bradbery,Goodbye Summer,,,trackdone,trackdone
8001,2023-04-24T20:25:33Z,183818,Ya Heard,Thomas Rhett,Country Again,,,trackdone,trackdone
8002,2023-04-24T20:28:16Z,162526,Mamas Front Door,Thomas Rhett,Where We Started,,,trackdone,trackdone
8003,2023-04-24T20:31:15Z,178277,Sixteen,Thomas Rhett,Life Changes,,,trackdone,trackdone
8004,2023-04-24T20:34:57Z,221091,Country Again,Thomas Rhett,Country Again,,,trackdone,trackdone
8005,2023-04-24T20:37:34Z,157060,Unforgettable,Thomas Rhett,Life Changes,,,trackdone,trackdone
8006,2023-04-24T20:41:00Z,205453,Marry Me,Thomas Rhett,Life Changes,,,trackdone,trackdone
8007,2023-04-24T20:44:37Z,216551,Slow Down Summer,Thomas Rhett,Slow Down Summer,,,trackdone,trackdone
8008,2023-04-24T20:47:30Z,172090,Make Me Want To,Jimmie Allen,Mercury Lane,,,trackdone,trackdone
8009,2023-04-24T20:51:04Z,212612,Freedom Was A Highway,Jimmie Allen,Bettie James,,,trackdone,trackdone
8010,2023-04-24T20:54:04Z,179835,First Light,BROWN & GRAY,First Light,,,trackdone,trackdone
8011,2023-04-24T20:57:16Z,191230,Be Like That - feat. Swae Lee & Khalid,Kane Brown,Be Like That,,,trackdone,trackdone
8012,2023-04-24T21:02:02Z,285092,I Bet You Think About Me (feat. Chris Stapleton) (Taylors Version) (From The Vault),Taylor Swift,Red (Taylor's Version),,,trackdone,trackdone
8013,2023-04-24T21:04:44Z,162120,Steal My Love,Dan + Shay,Good Things,,,trackdone,trackdone
8014,2023-04-24T21:05:29Z,43373,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,Expectations,,,trackdone,logout
8015,2023-04-25T17:51:28Z,209195,New Rules,Dua Lipa,Dua Lipa,,,remote,trackdone
8016,2023-04-25T17:54:35Z,185891,Recognise,Lost Frequencies,Alive And Feeling Fine,,,trackdone,trackdone
8017,2023-04-25T17:58:13Z,217947,IDGAF,Dua Lipa,Dua Lipa,,,trackdone,trackdone
8018,2023-04-25T18:13:52Z,302286,Diamonds,Rihanna,Unapologetic,,,trackdone,trackdone
8019,2023-04-25T18:16:33Z,159499,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,Less Is More,,,trackdone,trackdone
8020,2023-04-25T18:19:56Z,202924,Levitating (feat. DaBaby),Dua Lipa,Future Nostalgia,,,trackdone,trackdone
8021,2023-04-25T18:23:11Z,194877,Don't Leave Me Now,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
8022,2023-04-25T18:26:15Z,183199,Don't Start Now,Dua Lipa,Future Nostalgia,,,trackdone,trackdone
8023,2023-04-25T18:28:52Z,157086,One More Night,Lost Frequencies,One More Night,,,trackdone,trackdone
8024,2023-04-25T18:31:26Z,153392,Crazy,Lost Frequencies,Crazy,,,trackdone,trackdone
8025,2023-04-25T18:34:32Z,162982,Vibez,ZAYN,Vibez,,,trackdone,trackdone
8026,2023-04-25T18:38:07Z,214847,One Kiss (with Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),,,trackdone,trackdone
8027,2023-04-25T18:55:59Z,267694,Love The Way You Lie,Eminem,Recovery,,,trackdone,trackdone
8028,2023-04-25T18:59:44Z,223943,Love On The Brain,Rihanna,ANTI,,,trackdone,trackdone
8029,2023-04-25T19:03:26Z,222160,This Is What You Came For,Calvin Harris,This Is What You Came For,,,trackdone,trackdone
8030,2023-04-25T19:06:49Z,202596,Cold Heart - PNAU Remix,Elton John,Cold Heart,,,trackdone,trackdone
8031,2023-04-25T19:09:39Z,169344,Love To Go,Lost Frequencies,Love To Go,,,trackdone,trackdone
8032,2023-04-25T19:12:08Z,148157,Where Are You Now,Lost Frequencies,Where Are You Now,,,trackdone,trackdone
8033,2023-04-25T19:16:00Z,231185,Sick Of The Silence,Lost Frequencies,Cup Of Beats,,,trackdone,trackdone
8034,2023-04-25T19:18:29Z,149003,Melody,Lost Frequencies,Melody,,,trackdone,trackdone
8035,2023-04-25T19:32:33Z,176940,Questions,Lost Frequencies,Questions,,,trackdone,trackdone
8036,2023-04-25T19:32:44Z,10859,Physical,Dua Lipa,Future Nostalgia,,,trackdone,endplay
8037,2023-04-25T19:35:50Z,184863,Arcade,Duncan Laurence,Small Town Boy,,,playbtn,trackdone
8038,2023-04-25T19:38:44Z,172757,Be Kind (with Halsey),Marshmello,Be Kind (with Halsey),,,trackdone,trackdone
8039,2023-04-25T19:41:16Z,151418,Happier Than Ever - Edit,Billie Eilish,Happier Than Ever,,,trackdone,trackdone
8040,2023-04-25T19:45:06Z,229768,Bad Habits,Ed Sheeran,=,,,trackdone,trackdone
8041,2023-04-25T19:48:48Z,221206,Lover,Taylor Swift,Lover,,,trackdone,trackdone
8042,2023-04-25T20:04:02Z,193791,Physical,Dua Lipa,Future Nostalgia,,,trackdone,trackdone
8043,2023-04-25T20:07:57Z,233648,Slide Away,Miley Cyrus,Slide Away,,,trackdone,trackdone
8044,2023-04-25T20:11:21Z,203380,Youngblood,5 Seconds of Summer,Youngblood,,,trackdone,trackdone
8045,2023-04-25T20:14:29Z,188046,Slow Hands,Niall Horan,Flicker,,,trackdone,trackdone
8046,2023-04-25T20:17:50Z,199932,lovely (with Khalid),Billie Eilish,lovely (with Khalid),,,trackdone,trackdone
8047,2023-04-25T20:20:38Z,167570,"10,000 Hours (with Justin Bieber)",Dan + Shay,"10,000 Hours (with Justin Bieber)",,,trackdone,trackdone
8048,2023-04-25T20:36:43Z,208957,Esta Vida,Marshmello,Esta Vida,,,remote,trackdone
8049,2023-04-25T20:40:33Z,204686,Everyday,Logic,Everyday,,,trackdone,trackdone
8050,2023-04-25T20:43:59Z,205396,Come & Go (with Marshmello),Juice WRLD,Legends Never Die,,,trackdone,trackdone
8051,2023-04-25T20:46:34Z,154092,Before U,Marshmello,Before U,,,trackdone,trackdone
8052,2023-04-25T20:48:16Z,101822,Hitta (feat. Juicy J),Marshmello,Shockwave,,,trackdone,endplay
8053,2023-04-25T20:48:38Z,21187,You (with Marshmello & Vance Joy),benny blanco,You (with Marshmello & Vance Joy),,,clickrow,endplay
8054,2023-04-25T20:51:15Z,155242,Vacaciones,Luis Fonsi,Vacaciones,,,clickrow,trackdone
8055,2023-04-25T20:53:58Z,162107,Yo No Te Olvido,Cali Y El Dandee,Malibu,,,trackdone,trackdone
8056,2023-04-25T20:57:13Z,194902,Un Ratito,Alok,Un Ratito,,,trackdone,trackdone
8057,2023-04-25T21:00:22Z,187918,LA FAMA,ROSALÍA,MOTOMAMI,,,trackdone,trackdone
8058,2023-04-25T21:03:27Z,184342,Lao' a Lao',Prince Royce,Lao' a Lao',,,trackdone,trackdone
8059,2023-04-26T17:46:38Z,112625,Si Tu Vuelas - Hadal Ahbek [Alok Remix],Issam Alnajjar,BAREE?,,,trackdone,unexpected-exit-while-paused
8060,2023-04-26T17:46:38Z,30015,Perfect,Ed Sheeran,÷,,,trackdone,unexpected-exit
8061,2023-04-27T17:44:10Z,149839,menina solta,GIULIA BE,menina solta,,,remote,trackdone
8062,2023-04-27T17:46:16Z,124893,se essa vida fosse um filme,GIULIA BE,se essa vida fosse um filme,,,trackdone,trackdone
8063,2023-04-27T17:49:21Z,183940,DEPOIS DO UNIVERSO,GIULIA BE,DEPOIS DO UNIVERSO,,,trackdone,trackdone
8064,2023-04-27T17:51:34Z,133019,eu me amo mais,GIULIA BE,solta,,,trackdone,trackdone
8065,2023-04-27T17:54:41Z,186445,inesquecível,GIULIA BE,inesquecível,,,trackdone,trackdone
8066,2023-04-27T17:57:20Z,157798,(não) era amor,GIULIA BE,(não) era amor,,,trackdone,trackdone
8067,2023-04-27T18:00:36Z,195526,Cobertor - Remix,Projota,Cobertor,,,trackdone,trackdone
8068,2023-04-27T18:03:54Z,198450,Too Bad,GIULIA BE,Too Bad,,,trackdone,trackdone
8069,2023-04-27T18:06:39Z,164068,pessoa certa hora errada,GIULIA BE,pessoa certa hora errada,,,trackdone,trackdone
8070,2023-04-27T18:08:44Z,124392,recaída,GIULIA BE,solta,,,trackdone,trackdone
8071,2023-04-27T18:11:18Z,153528,desficava,GIULIA BE,desficava,,,trackdone,trackdone
8072,2023-04-27T18:14:05Z,165864,tempo,GIULIA BE,DISCO VOADOR,,,trackdone,trackdone
8073,2023-04-27T18:16:45Z,159961,chiquita suelta,GIULIA BE,chiquita suelta,,,trackdone,trackdone
8074,2023-04-27T18:19:25Z,158738,LOKKO,GIULIA BE,LOKKO,,,trackdone,trackdone
8075,2023-04-27T18:22:06Z,161338,O Velho e a Flor,Toquinho,"Novas Cores, Eternas Canções",,,trackdone,trackdone
8076,2023-04-27T18:25:12Z,185011,With You,Zerb,With You,,,trackdone,trackdone
8077,2023-04-27T18:28:23Z,159828,17 (feat. Giulia Be),Pink Sweat$,17 (feat. Giulia Be),,,trackdone,trackdone
8078,2023-04-27T18:30:47Z,143082,BRASIL TÁ EM FESTA!,GIULIA BE,DISCO VOADOR,,,trackdone,trackdone
8079,2023-04-27T18:33:51Z,184155,BEYOND THE UNIVERSE,GIULIA BE,BEYOND THE UNIVERSE,,,trackdone,trackdone
8080,2023-04-27T18:48:37Z,14968,deixe-me ir,GIULIA BE,solta,,,trackdone,endplay
