,ts,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,episode_name,episode_show_name,reason_start,reason_end
0,2021-06-19T18:38:41Z,228784,pra você guardei o amor,ANAVITÓRIA,N,,,playbtn,trackdone
1,2021-06-19T19:10:31Z,198835,Apê,Melim,Melim,,,trackdone,trackdone
2,2021-06-19T19:13:16Z,164257,Mapa Astral,João Guilherme,Mapa Astral,,,trackdone,trackdone
3,2021-06-19T19:16:57Z,220566,"Ai, Amor",ANAVITÓRIA,O Tempo É Agora,,,trackdone,trackdone
4,2021-06-19T19:20:14Z,166512,Peça Felicidade,Melim,Melim,,,trackdone,trackdone
5,2021-06-19T19:23:52Z,216829,Porque Eu Te Amo,ANAVITÓRIA,O Tempo É Agora,,,trackdone,trackdone
6,2021-06-19T19:27:55Z,243179,Quando a Chuva Passar,PEU,Peu Canta Ivete,,,trackdone,trackdone
7,2021-06-19T19:31:06Z,190411,Era Pra Ser Outra Canção Feliz,Melim,Melim,,,trackdone,trackdone
8,2021-06-19T19:34:51Z,194106,O Que Dizer de Você,OUTROEU,OutroEu,,,trackdone,trackdone
9,2021-06-19T19:38:17Z,205467,Trevo (Tu),ANAVITÓRIA,ANAVITÓRIA,,,trackdone,trackdone
10,2021-06-19T19:41:40Z,201883,Só pra Te Mostrar,Rubel,Só pra Te Mostrar,,,trackdone,trackdone
11,2021-06-19T19:44:47Z,187212,Confusão,Melim,Melim,,,trackdone,trackdone
12,2021-06-19T19:49:15Z,206250,Brisa,Silva,Brisa,,,trackdone,trackdone
13,2021-06-19T19:54:00Z,284706,Desconstrução - Ao Vivo,TIAGO IORC,Acústico MTV Tiago Iorc,,,trackdone,trackdone
14,2021-06-19T19:57:22Z,201369,Transmissão De Pensamento,Melim,Melim,,,trackdone,trackdone
15,2021-06-19T20:01:16Z,202287,Pupila,ANAVITÓRIA,Pupila,,,trackdone,trackdone
16,2021-06-19T20:04:13Z,176556,Louquinho,Jão,Louquinho,,,trackdone,trackdone
17,2021-06-19T20:06:55Z,162087,Uma Lua - Ao Vivo,Melim,Melim Ao Vivo,,,trackdone,trackdone
18,2021-06-19T20:11:01Z,245538,relicário,ANAVITÓRIA,N,,,trackdone,trackdone
19,2021-06-19T20:15:51Z,289346,Pra Sempre Será,O Terno,<atrás/além>,,,trackdone,trackdone
20,2021-06-19T20:48:53Z,230644,Agora Eu Quero Ir,ANAVITÓRIA,ANAVITÓRIA,,,trackdone,trackdone
21,2021-06-19T20:58:17Z,190960,De Janeiro a Janeiro,Roberta Campos,Varrendo a Lua,,,trackdone,trackdone
22,2021-06-19T21:02:21Z,244070,Um Sinal,Ivete Sangalo,Um Sinal,,,trackdone,endplay
23,2021-06-19T21:11:51Z,171373,Me Beija,OUTROEU,Encaixe,,,trackdone,trackdone
24,2021-06-19T21:18:08Z,184267,Fica,ANAVITÓRIA,Fica,,,trackdone,trackdone
25,2021-06-19T21:26:29Z,182993,Dois Corações,Melim,Melim,,,trackdone,trackdone
26,2021-06-19T21:29:14Z,164560,Morena,Vitor Kley,Adrenalizou,,,trackdone,trackdone
27,2021-06-19T21:50:07Z,219077,Nos,ANAVITÓRIA,ANAVITÓRIA,,,trackdone,trackdone
28,2021-06-19T21:53:38Z,210889,Ouvi Dizer,Melim,Melim,,,trackdone,trackdone
29,2021-06-19T21:58:01Z,262552,Partilhar,Rubel,Partilhar,,,trackdone,trackdone
30,2021-06-19T22:09:18Z,258744,Dia Especial - Ao Vivo,TIAGO IORC,Troco Likes Ao Vivo,,,trackdone,trackdone
31,2021-06-19T22:12:34Z,195400,Beija Eu,Silva,Silva Canta Marisa,,,trackdone,trackdone
32,2021-06-20T00:48:25Z,175220,Se Tudo Acaba,ANAVITÓRIA,O Tempo É Agora,,,trackdone,logout
33,2021-06-20T00:52:59Z,176025,Deixa (feat. Ana Gabriela),Lagum,Deixa (feat. Ana Gabriela),,,clickrow,trackdone
34,2021-06-20T00:55:37Z,157705,NINGUÉM ME ENSINOU,Lagum,NINGUÉM ME ENSINOU,,,trackdone,trackdone
35,2021-06-20T00:58:09Z,151904,MUSA DO INVERNO,Lagum,MUSA DO INVERNO,,,trackdone,trackdone
36,2021-06-20T01:01:06Z,175973,Oi,Lagum,Coisas da Geração,,,trackdone,trackdone
37,2021-06-20T01:04:09Z,183050,Bem Melhor,Lagum,Bem Melhor,,,trackdone,trackdone
38,2021-06-20T02:24:22Z,73740,Hoje Eu Quero Me Perder,Lagum,Hoje Eu Quero Me Perder,,,trackdone,logout
39,2021-06-20T23:22:28Z,173076,Hoje Eu Quero Me Perder,Lagum,Hoje Eu Quero Me Perder,,,appload,trackdone
40,2021-06-20T23:25:26Z,177299,Será,Lagum,Será,,,trackdone,trackdone
41,2021-06-20T23:27:07Z,100284,A Gente Nunca Conversou (Ei Moça),Lagum,A Gente Nunca Conversou (Ei Moça),,,trackdone,trackdone
42,2021-06-20T23:29:56Z,168160,Reggae Bom,Lagum,Coisas da Geração,,,trackdone,trackdone
43,2021-06-20T23:32:52Z,174957,EU E MINHAS PARANOIAS,Lagum,EU E MINHAS PARANOIAS,,,trackdone,trackdone
44,2021-06-20T23:37:01Z,187841,Não Vou Mentir,Lagum,Não Vou Mentir,,,trackdone,trackdone
45,2021-06-20T23:40:12Z,189810,Telefone,Lagum,Telefone,,,trackdone,trackdone
46,2021-06-20T23:43:12Z,180213,Andar Sozinho (feat. Jão),Lagum,Coisas da Geração,,,trackdone,trackdone
47,2021-06-20T23:54:58Z,6835,Samba,Lagum,Samba,,,trackdone,logout
48,2021-06-21T00:00:43Z,211678,Samba,Lagum,Samba,,,appload,trackdone
49,2021-06-21T00:05:39Z,235000,Fifa,Lagum,Seja o Que Eu Quiser,,,trackdone,trackdone
50,2021-06-21T00:07:41Z,121630,Eu Admito,Lagum,Eu Admito,,,trackdone,trackdone
51,2021-06-21T00:10:37Z,174720,Detesto Despedidas,Lagum,Coisas da Geração,,,trackdone,trackdone
52,2021-06-21T00:14:33Z,236065,Eu Não Valho Nada,KVSH,Eu Não Valho Nada,,,trackdone,trackdone
53,2021-06-21T00:18:22Z,167507,Transante,Lagum,Seja o Que Eu Quiser,,,trackdone,trackdone
54,2021-06-21T00:21:40Z,197076,Eu Não Valho Nada,Lagum,Eu Não Valho Nada,,,trackdone,trackdone
55,2021-06-21T00:25:35Z,173360,Chegou de Manso,Lagum,Coisas da Geração,,,trackdone,trackdone
56,2021-06-21T15:17:14Z,210530,Detesto Despedidas (Microfonado),Vitor Kley,Microfonado,,,trackdone,logout
57,2021-06-21T17:15:38Z,79380,Detesto Despedidas (Microfonado),Vitor Kley,Microfonado,,,appload,backbtn
58,2021-06-21T17:18:31Z,173360,Chegou de Manso,Lagum,Coisas da Geração,,,backbtn,trackdone
59,2021-06-21T17:22:47Z,225625,Detesto Despedidas (Microfonado),Vitor Kley,Microfonado,,,trackdone,trackdone
60,2021-06-21T17:25:35Z,167507,Transante,Lagum,Seja o Que Eu Quiser,,,trackdone,trackdone
61,2021-06-21T17:28:24Z,167586,Grato um Tanto,Lagum,Coisas da Geração,,,trackdone,trackdone
62,2021-06-21T17:31:33Z,189000,Último Dia,Lagum,Seja o Que Eu Quiser,,,trackdone,trackdone
63,2021-06-21T17:34:57Z,203200,Sei Lá,Lagum,Seja o Que Eu Quiser,,,trackdone,trackdone
64,2021-06-21T17:38:56Z,208000,Pra Lá de Bagdá,Lagum,Seja o Que Eu Quiser,,,trackdone,trackdone
65,2021-06-21T17:40:04Z,4590,Don't Let It Go,Rooftime,Don't Let It Go,,,playbtn,endplay
66,2021-06-21T17:49:47Z,422850,,,,O inferno astral de Bolsonaro,Estadão Notícias,playbtn,endplay
67,2021-06-21T17:53:56Z,247308,Relación - Remix,Sech,Relación,,,clickrow,trackdone
68,2021-06-21T18:00:39Z,219048,La Curiosidad,Jay Wheeler,Platonicos,,,trackdone,trackdone
69,2021-06-21T18:04:34Z,200197,Hawái,Maluma,Hawái,,,trackdone,trackdone
70,2021-06-21T18:12:10Z,289898,El Efecto - Remix,Rauw Alejandro,El Efecto (Remix),,,trackdone,trackdone
71,2021-06-21T18:17:05Z,205090,DÁKITI,Bad Bunny,DÁKITI,,,trackdone,trackdone
72,2021-06-21T18:20:36Z,180520,La Tóxica,Farruko,La Tóxica,,,trackdone,trackdone
73,2021-06-21T18:25:14Z,213313,Mi Nina,Wisin,Mi Niña,,,trackdone,trackdone
74,2021-06-21T18:31:01Z,185840,Jeans,Justin Quiles,Jeans,,,trackdone,trackdone
75,2021-06-21T18:34:11Z,189653,"Ay, DiOs Mío!",KAROL G,"Ay, DiOs Mío!",,,trackdone,trackdone
76,2021-06-21T18:42:55Z,252747,Quiéreme Mientras Se Pueda,Manuel Turizo,Quiéreme Mientras Se Pueda,,,trackdone,trackdone
77,2021-06-21T18:46:02Z,186133,Hecha Pa' Mi,Boza,Más Negro Que Rojo,,,trackdone,trackdone
78,2021-06-21T18:52:41Z,230693,Una Locura,Ozuna,ENOC,,,trackdone,trackdone
79,2021-06-21T18:56:00Z,197721,Elegí (feat. Dímelo Flow),Rauw Alejandro,Elegí (feat. Dímelo Flow),,,trackdone,trackdone
80,2021-06-21T18:59:18Z,197586,Mi Cuarto,Jerry Di,DI LETRA,,,trackdone,trackdone
81,2021-06-21T19:17:39Z,214013,Diosa,Myke Towers,Easy Money Baby,,,trackdone,trackdone
82,2021-06-21T19:20:16Z,155825,Se Te Nota (with Guaynaa),Lele Pons,Se Te Nota (with Guaynaa),,,trackdone,trackdone
83,2021-06-21T19:33:06Z,241364,Azul,J Balvin,Colores,,,trackdone,trackdone
84,2021-06-21T19:37:17Z,249520,Hola - Remix,Dalex,Hola,,,trackdone,endplay
85,2021-06-21T19:41:42Z,217546,Caramelo,Ozuna,Caramelo,,,trackdone,trackdone
86,2021-06-21T19:45:19Z,216107,La Nota,Manuel Turizo,La Nota,,,trackdone,trackdone
87,2021-06-21T19:49:39Z,259600,Jangueo,Alex Rose,LOST,,,trackdone,endplay
88,2021-06-21T19:54:20Z,233000,PORFA,Feid,PORFA,,,trackdone,trackdone
89,2021-06-21T19:58:07Z,226532,Sigues Con El,Arcángel,Sigues Con El,,,trackdone,trackdone
90,2021-06-21T20:01:26Z,198499,Tú Me Dejaste De Querer,C. Tangana,Tú Me Dejaste De Querer,,,trackdone,endplay
91,2021-06-21T20:02:43Z,27252,La Jeepeta - Remix,Nio Garcia,La Jeepeta (Remix),,,trackdone,endplay
92,2021-06-21T20:05:47Z,184189,Idiota,Morat,Idiota,,,playbtn,trackdone
93,2021-06-21T20:27:58Z,380513,Besos En Guerra,Morat,Balas Perdidas,,,trackdone,trackdone
94,2021-06-21T21:26:19Z,22227,No Se Va,Morat,Balas Perdidas,,,trackdone,logout
95,2021-06-21T21:29:59Z,218082,No Se Va,Morat,Balas Perdidas,,,appload,trackdone
96,2021-06-21T21:33:54Z,203690,Amor Con Hielo,Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,,,trackdone,trackdone
97,2021-06-21T21:36:49Z,174379,Presiento,Morat,Balas Perdidas,,,trackdone,trackdone
98,2021-06-21T21:40:30Z,221063,Acuérdate De Mí,Morat,Balas Perdidas,,,trackdone,trackdone
99,2021-06-21T21:46:57Z,113776,Porfa no te vayas,Beret,Porfa no te vayas,,,trackdone,logout
100,2021-06-21T21:50:32Z,213772,Porfa no te vayas,Beret,Porfa no te vayas,,,appload,trackdone
101,2021-06-21T21:54:26Z,203102,A Dónde Vamos,Morat,A Dónde Vamos,,,trackdone,trackdone
102,2021-06-21T21:57:04Z,157080,Bajo La Mesa,Morat,Bajo La Mesa,,,trackdone,trackdone
103,2021-06-21T22:00:36Z,211935,No Hay Más Que Hablar,Morat,No Hay Más Que Hablar,,,trackdone,trackdone
104,2021-06-21T22:31:05Z,109416,Otras Se Pierden,Morat,Balas Perdidas,,,trackdone,logout
105,2021-06-21T22:34:53Z,125483,Otras Se Pierden,Morat,Balas Perdidas,,,appload,trackdone
106,2021-06-21T22:42:19Z,219586,Cuando Nadie Ve,Morat,Balas Perdidas,,,trackdone,trackdone
107,2021-06-21T22:46:09Z,229213,Aprender A Quererte,Morat,Sobre El Amor Y Sus Efectos Secundarios,,,trackdone,trackdone
108,2021-06-22T01:57:15Z,188176,Cómo Te Atreves,Morat,Sobre El Amor Y Sus Efectos Secundarios,,,trackdone,logout
109,2021-06-22T15:00:08Z,240560,Cómo Te Atreves,Morat,Sobre El Amor Y Sus Efectos Secundarios,,,appload,trackdone
110,2021-06-22T15:03:57Z,229107,Enamórate De Alguien Más,Morat,Enamórate De Alguien Más,,,trackdone,trackdone
111,2021-06-22T15:07:45Z,165786,Maldita Costumbre,Morat,Balas Perdidas,,,trackdone,trackdone
112,2021-06-22T15:08:20Z,34336,No Termino,Morat,No Termino,,,trackdone,endplay
113,2021-06-22T15:11:16Z,176025,Deixa (feat. Ana Gabriela),Lagum,Deixa (feat. Ana Gabriela),,,clickrow,trackdone
114,2021-06-22T15:13:54Z,157705,NINGUÉM ME ENSINOU,Lagum,NINGUÉM ME ENSINOU,,,trackdone,trackdone
115,2021-06-22T15:16:27Z,151904,MUSA DO INVERNO,Lagum,MUSA DO INVERNO,,,trackdone,trackdone
116,2021-06-22T15:19:54Z,175973,Oi,Lagum,Coisas da Geração,,,trackdone,trackdone
117,2021-06-22T15:20:57Z,61904,Bem Melhor,Lagum,Bem Melhor,,,trackdone,endplay
118,2021-06-22T15:23:51Z,174382,Ela Só Quer Paz,Projota,Ela Só Quer Paz,,,playbtn,trackdone
119,2021-06-22T15:28:29Z,277613,Muleque De Vila - Ao Vivo,Projota,3Fs,,,trackdone,trackdone
120,2021-06-22T15:32:41Z,190363,Sei Lá,Projota,Sei Lá,,,trackdone,trackdone
121,2021-06-22T15:35:37Z,175270,Linda,Projota,A Milenar Arte De Meter O Louco,,,trackdone,trackdone
122,2021-06-22T15:38:54Z,195647,Cobertor - Remix,Projota,Cobertor,,,trackdone,trackdone
123,2021-06-22T16:34:39Z,178010,A Rezadeira,Projota,"Foco, Força E Fé",,,trackdone,logout
124,2021-06-22T20:22:26Z,263106,A Rezadeira,Projota,"Foco, Força E Fé",,,appload,trackdone
125,2021-06-22T20:34:41Z,286570,Dia Da Caça,Projota,Tempestade Numa Gota D'Água,,,trackdone,trackdone
126,2021-06-22T20:39:49Z,181528,Oh Meu Deus,Projota,A Milenar Arte De Meter O Louco,,,trackdone,trackdone
127,2021-06-22T20:43:47Z,66857,O Homem Que Não Tinha Nada,Projota,"Foco, Força E Fé",,,trackdone,endplay
128,2021-06-22T20:46:35Z,168000,Gueto,IZA,Gueto,,,playbtn,trackdone
129,2021-06-22T20:50:54Z,258919,Dona de Mim - TikTok Mix,IZA,Dona de Mim,,,trackdone,trackdone
130,2021-06-22T20:54:41Z,226206,Let Me Be The One,IZA,Let Me Be The One,,,trackdone,trackdone
131,2021-06-22T20:57:27Z,165176,Meu talismã,IZA,Meu talismã,,,trackdone,trackdone
132,2021-06-22T21:00:56Z,208941,Dona de mim,IZA,Dona de mim,,,trackdone,trackdone
133,2021-06-22T21:03:58Z,151500,Brisa,IZA,Brisa,,,trackdone,trackdone
134,2021-06-22T21:07:18Z,199200,Pesadão,IZA,Pesadão,,,trackdone,trackdone
135,2021-06-22T21:12:44Z,279031,Ginga (Participação especial de Rincon Sapiência),IZA,Ginga (Participação especial de Rincon Sapiência),,,trackdone,trackdone
136,2021-06-22T21:14:52Z,127075,Evapora,IZA,Evapora,,,trackdone,trackdone
137,2021-06-22T21:18:55Z,187402,Bend The Knee,Bruno Martini,Bend The Knee,,,trackdone,trackdone
138,2021-06-22T21:23:09Z,253243,Good Vibration,Natiruts,Good Vibration - Vol. 1,,,trackdone,trackdone
139,2021-06-22T21:26:08Z,178181,Saudade daquilo,IZA,Dona de mim,,,trackdone,trackdone
140,2021-06-22T21:29:06Z,177299,Será,Lagum,Será,,,trackdone,trackdone
141,2021-06-22T21:33:01Z,204375,Bateu (Participação especial de Ruxell),IZA,Dona de mim,,,trackdone,trackdone
142,2021-06-22T21:40:34Z,137680,Te pegar,IZA,Te pegar,,,trackdone,endplay
143,2021-06-22T22:50:28Z,1320,Na Na Na,Now United,Na Na Na,,,playbtn,logout
144,2021-06-23T00:27:04Z,112520,Na Na Na,Now United,Na Na Na,,,appload,logout
145,2021-06-23T00:35:15Z,275933,Pareja Del Año,Sebastian Yatra,Pareja Del Año,,,playbtn,trackdone
146,2021-06-23T00:38:19Z,183240,Chica Ideal,Sebastian Yatra,Chica Ideal,,,trackdone,trackdone
147,2021-06-23T00:42:17Z,176266,A Dónde Van,Sebastian Yatra,A Dónde Van,,,trackdone,trackdone
148,2021-06-23T16:56:58Z,111521,Un Año,Sebastian Yatra,Un Año,,,trackdone,logout
149,2021-06-23T18:35:20Z,22840,A Dónde Van,Sebastian Yatra,A Dónde Van,,,clickrow,endplay
150,2021-06-23T18:42:11Z,195053,Pareja Del Año,Sebastian Yatra,Pareja Del Año,,,clickrow,trackdone
151,2021-06-23T18:53:47Z,183240,Chica Ideal,Sebastian Yatra,Chica Ideal,,,trackdone,trackdone
152,2021-06-23T18:57:15Z,176266,A Dónde Van,Sebastian Yatra,A Dónde Van,,,trackdone,trackdone
153,2021-06-23T19:00:57Z,220773,3 de La Mañana - con Sebastián Yatra & Mora,Mau y Ricky,3 de La Mañana,,,trackdone,trackdone
154,2021-06-23T19:03:41Z,164440,Un Año,Sebastian Yatra,Un Año,,,trackdone,trackdone
155,2021-06-23T19:07:01Z,199733,No Hay Nadie Más,Sebastian Yatra,MANTRA,,,trackdone,trackdone
156,2021-06-23T19:10:50Z,228080,Como Mirarte,Sebastian Yatra,MANTRA,,,trackdone,trackdone
157,2021-06-23T19:14:43Z,202040,Cristina,Sebastian Yatra,Cristina,,,trackdone,trackdone
158,2021-06-23T19:18:49Z,245440,Por Perro,Sebastian Yatra,MANTRA,,,trackdone,trackdone
159,2021-06-23T19:22:05Z,196320,Chica Ideal - Remix,Sebastian Yatra,Chica Ideal,,,trackdone,trackdone
160,2021-06-23T19:25:55Z,229386,Traicionera,Sebastian Yatra,MANTRA,,,trackdone,trackdone
161,2021-06-23T19:28:58Z,182413,Adiós,Sebastian Yatra,Adiós,,,trackdone,trackdone
162,2021-06-23T19:32:58Z,239133,TBT,Sebastian Yatra,TBT,,,trackdone,trackdone
163,2021-06-23T19:36:58Z,209440,Locura,Cali Y El Dandee,Locura,,,trackdone,trackdone
164,2021-06-23T19:40:14Z,194742,Robarte un Beso,Carlos Vives,VIVES,,,trackdone,trackdone
165,2021-06-23T19:43:30Z,195760,Suena El Dembow,Joey Montana,La Movida,,,trackdone,trackdone
166,2021-06-23T19:46:47Z,196802,A Partir De Hoy,David Bisbal,A Partir De Hoy,,,trackdone,trackdone
167,2021-06-23T19:50:38Z,200693,Runaway,Sebastian Yatra,Runaway,,,trackdone,trackdone
168,2021-06-23T19:54:02Z,173021,Oye,TINI,Oye,,,trackdone,trackdone
169,2021-06-23T20:00:13Z,188234,En Cero,Yandel,En Cero,,,trackdone,logout
170,2021-06-23T20:00:50Z,35605,En Cero,Yandel,En Cero,,,appload,trackdone
171,2021-06-23T20:16:06Z,306854,TBT - Remix,Sebastian Yatra,TBT,,,trackdone,trackdone
172,2021-06-23T20:54:54Z,250836,Por Fin Te Encontré,Cali Y El Dandee,Por Fin Te Encontré,,,trackdone,trackdone
173,2021-06-23T21:38:57Z,96223,Falta Amor,Sebastian Yatra,Falta Amor,,,trackdone,logout
174,2021-06-24T17:01:53Z,202560,Remembrance,Matteo Myderwyk,Remembrance,,,playbtn,trackdone
175,2021-06-24T17:05:00Z,155946,Sweet awakening,RIOPY,Sweet awakening,,,trackdone,trackdone
176,2021-06-24T17:10:42Z,341426,"Schubert: Ave Maria, D. 839",Franz Schubert,Camille & Julie Berthollet,,,trackdone,trackdone
177,2021-06-24T17:13:55Z,192013,Remains (Munich Session),Carlos Cipa,Remains (Munich Session),,,trackdone,trackdone
178,2021-06-24T17:16:26Z,150794,Elixir,I TRAVEL LIGHT,Elixir,,,trackdone,trackdone
179,2021-06-24T17:20:20Z,233453,"Bach, JS / Arr. Kempff: Flute Sonata No. 2 in E-Flat Major, BWV 1031: II. Siciliano",Johann Sebastian Bach,"Bach & Beethoven - Bach: Flute Sonata No. 2 in E-Flat Major, BWV 1031: II. Siciliano (Arr. for Piano by Kempff)",,,trackdone,trackdone
180,2021-06-24T17:23:38Z,197573,Sweet dream,RIOPY,Sweet dream,,,trackdone,trackdone
181,2021-06-24T17:26:27Z,168927,Vida,YARA,Vida,,,trackdone,trackdone
182,2021-06-24T17:30:54Z,265706,Montero: Beyond Bach:,Gabriela Montero,Bach and Beyond,,,trackdone,trackdone
183,2021-06-24T17:33:12Z,138000,Short Florentine Story,Luis Berra,Short Florentine Story,,,trackdone,trackdone
184,2021-06-24T17:40:06Z,130813,Najara,Omer Klein,Najara,,,trackdone,logout
185,2021-06-24T17:43:40Z,185694,Na Na Na,Now United,Na Na Na,,,playbtn,trackdone
186,2021-06-24T17:47:24Z,223455,Summer In The City,Now United,Summer In The City,,,trackdone,trackdone
187,2021-06-24T18:01:04Z,96029,Who Would Think That Love?,Now United,Who Would Think That Love?,,,trackdone,logout
188,2021-06-24T18:11:37Z,354492,Who Would Think That Love?,Now United,Who Would Think That Love?,,,appload,trackdone
189,2021-06-24T18:21:23Z,332916,Baila,Now United,Baila,,,trackdone,trackdone
190,2021-06-24T18:24:19Z,174856,Turn It Up,Now United,Turn It Up,,,trackdone,trackdone
191,2021-06-24T18:32:13Z,222286,All Day,Now United,All Day,,,trackdone,trackdone
192,2021-06-24T18:35:19Z,185224,Lean On Me,Now United,Lean On Me,,,trackdone,trackdone
193,2021-06-24T18:38:16Z,177030,Dana Dana,Now United,Dana Dana,,,trackdone,trackdone
194,2021-06-24T18:41:10Z,173638,Fiesta,Now United,Fiesta,,,trackdone,trackdone
195,2021-06-24T18:45:28Z,226481,Pas Le Choix - Manal Mix,Now United,Pas Le Choix,,,trackdone,trackdone
196,2021-06-24T18:59:12Z,62799,Better,Now United,Better,,,trackdone,logout
197,2021-06-24T19:03:51Z,231360,Better,Now United,Better,,,appload,trackdone
198,2021-06-24T19:08:15Z,185924,All Around The World,Now United,All Around The World,,,trackdone,trackdone
199,2021-06-24T19:17:53Z,214366,Come Together,Now United,Come Together,,,trackdone,trackdone
200,2021-06-24T19:31:12Z,321757,Feel It Now,Now United,Feel It Now,,,trackdone,trackdone
201,2021-06-24T19:35:31Z,230016,Beautiful Life,Now United,Beautiful Life,,,trackdone,trackdone
202,2021-06-24T19:52:43Z,69413,Parana,Now United,Parana,,,trackdone,logout
203,2021-06-24T19:56:37Z,213229,Parana,Now United,Parana,,,appload,trackdone
204,2021-06-24T20:00:08Z,210588,Lendas,Now United,Lendas,,,trackdone,trackdone
205,2021-06-24T20:28:30Z,205082,Paradise,Now United,Paradise,,,trackdone,trackdone
206,2021-06-24T21:02:25Z,135902,Golden,Now United,Golden,,,trackdone,backbtn
207,2021-06-24T21:02:28Z,320,Paradise,Now United,Paradise,,,backbtn,fwdbtn
208,2021-06-24T21:05:49Z,202270,Golden,Now United,Golden,,,fwdbtn,trackdone
209,2021-06-24T21:09:20Z,209759,Afraid Of Letting Go,Now United,Afraid Of Letting Go,,,trackdone,trackdone
210,2021-06-24T21:13:34Z,223285,What Are We Waiting For,Now United,What Are We Waiting For,,,trackdone,trackdone
211,2021-06-24T21:16:55Z,200164,Chained Up,Now United,Chained Up,,,trackdone,trackdone
212,2021-06-24T21:20:20Z,205116,By My Side,Now United,By My Side,,,trackdone,trackdone
213,2021-06-24T21:24:50Z,226195,Sunday Morning,Now United,Sunday Morning,,,trackdone,trackdone
214,2021-06-24T21:28:46Z,205041,Habibi,Now United,Habibi,,,trackdone,trackdone
215,2021-06-24T21:31:45Z,178353,Crazy Stupid Silly Love,Now United,Crazy Stupid Silly Love,,,trackdone,trackdone
216,2021-06-24T21:35:15Z,209531,Legends,Now United,Legends,,,trackdone,trackdone
217,2021-06-25T01:20:37Z,162799,Nobody Like Us,Now United,Nobody Like Us,,,trackdone,logout
218,2021-06-25T01:27:13Z,240000,Hey Angel,One Direction,Made In The A.M.,,,playbtn,trackdone
219,2021-06-25T01:30:56Z,192120,Drag Me Down,One Direction,Made In The A.M.,,,trackdone,trackdone
220,2021-06-25T01:41:47Z,388646,Perfect,One Direction,Made In The A.M.,,,trackdone,trackdone
221,2021-06-25T01:45:56Z,249480,Infinity,One Direction,Made In The A.M.,,,trackdone,trackdone
222,2021-06-25T01:49:42Z,194973,End of the Day,One Direction,Made In The A.M.,,,trackdone,trackdone
223,2021-06-25T15:01:24Z,114326,If I Could Fly,One Direction,Made In The A.M.,,,trackdone,logout
224,2021-06-25T16:28:41Z,1134000,Better,Now United,Better,,,clickrow,logout
225,2021-06-25T17:35:02Z,251033,"i hate u, i love u (feat. olivia o'brien)",gnash,us,,,playbtn,trackdone
226,2021-06-25T17:39:10Z,218293,Rewrite The Stars,James Arthur,The Greatest Showman: Reimagined,,,trackdone,trackdone
227,2021-06-25T17:44:13Z,212308,Get You The Moon (feat. Snøw),Kina,Get You The Moon (feat. Snøw),,,trackdone,trackdone
228,2021-06-25T17:47:45Z,211466,Say You Won't Let Go,James Arthur,Back from the Edge,,,trackdone,trackdone
229,2021-06-25T18:11:55Z,482350,All I Want,Kodaline,In A Perfect World,,,trackdone,trackdone
230,2021-06-25T18:23:03Z,526386,Give Me Love,Ed Sheeran,+,,,trackdone,trackdone
231,2021-06-25T18:45:19Z,130196,Home,Gabrielle Aplin,Home,,,trackdone,logout
232,2021-06-25T19:33:08Z,2620,Home,Gabrielle Aplin,Home,,,appload,endplay
233,2021-06-25T19:37:18Z,251033,"i hate u, i love u (feat. olivia o'brien)",gnash,us,,,clickrow,trackdone
234,2021-06-25T19:40:57Z,218293,Rewrite The Stars,James Arthur,The Greatest Showman: Reimagined,,,trackdone,trackdone
235,2021-06-25T19:45:00Z,179080,Get You The Moon (feat. Snøw),Kina,Get You The Moon (feat. Snøw),,,trackdone,trackdone
236,2021-06-25T19:48:33Z,211466,Say You Won't Let Go,James Arthur,Back from the Edge,,,trackdone,trackdone
237,2021-06-25T19:53:39Z,305746,All I Want,Kodaline,In A Perfect World,,,trackdone,trackdone
238,2021-06-25T20:05:49Z,124591,Give Me Love,Ed Sheeran,+,,,trackdone,logout
239,2021-06-25T20:40:26Z,88330,Give Me Love,Ed Sheeran,+,,,appload,fwdbtn
240,2021-06-25T20:46:42Z,247001,Home,Gabrielle Aplin,Home,,,fwdbtn,trackdone
241,2021-06-25T20:56:16Z,233400,Naked,James Arthur,YOU,,,trackdone,trackdone
242,2021-06-25T21:00:22Z,215813,Never Be Alone,Shawn Mendes,Handwritten,,,trackdone,trackdone
243,2021-06-25T21:03:25Z,182160,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,,,trackdone,trackdone
244,2021-06-25T21:06:35Z,189475,Not About Angels,Birdy,Not About Angels,,,trackdone,trackdone
245,2021-06-25T21:10:08Z,212606,It's You,Ali Gatie,YOU,,,trackdone,trackdone
246,2021-06-25T21:14:04Z,204326,You Are The Reason,Calum Scott,Only Human,,,trackdone,trackdone
247,2021-06-25T21:17:39Z,215106,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,,,trackdone,trackdone
248,2021-06-25T21:21:46Z,246880,Can I Be Him,James Arthur,Back from the Edge,,,trackdone,trackdone
249,2021-06-25T21:25:36Z,198853,Hold On,Chord Overstreet,Hold On,,,trackdone,trackdone
250,2021-06-25T21:29:17Z,220492,Bruises,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,,,trackdone,trackdone
